step,loss/policy,loss/value,loss/total,policy/approxkl,policy/clipfrac,value/error,value/clipfrac,objective/kl,objective/rewards,objective/returns,step_time,policy/learning_rate,value/learning_rate
136,-0.0751953125,9.5,2.921875,4.3392181396484375e-05,0.000446319580078125,0.03173828125,6.723403930664062e-05,0.04443359375,0.5,0.69921875,63.1782,9.984864864864863e-07,8.993273273273273e-06
137,-0.059326171875,10.0625,3.078125,1.817941665649414e-06,0.000446319580078125,0.0308837890625,7.104873657226562e-05,0.037109375,0.4453125,0.6875,64.2398,9.984684684684683e-07,8.993193193193194e-06
138,-0.038330078125,10.0,3.03125,-0.00014400482177734375,0.0004863739013671875,0.03173828125,2.8967857360839844e-05,0.035400390625,0.5234375,0.6953125,64.6119,9.984504504504503e-07,8.993113113113114e-06
139,-0.08203125,8.6875,2.6875,-1.7881393432617188e-05,0.0005645751953125,0.031982421875,7.539987564086914e-06,0.035888671875,0.4609375,0.72265625,64.3082,9.984324324324323e-07,8.993033033033033e-06
140,-0.091796875,9.125,2.828125,0.00019359588623046875,0.0003108978271484375,0.031494140625,6.67572021484375e-05,0.040771484375,0.515625,0.72265625,64.2551,9.984144144144143e-07,8.992952952952952e-06
141,-0.00665283203125,10.25,3.078125,0.00021648406982421875,0.000286102294921875,0.031982421875,5.626678466796875e-05,0.03759765625,0.423828125,0.703125,64.3262,9.983963963963963e-07,8.992872872872873e-06
142,-0.01239013671875,8.9375,2.6875,-5.745887756347656e-05,0.000370025634765625,0.03173828125,1.6450881958007812e-05,0.03564453125,0.5390625,0.7265625,64.2247,9.983783783783783e-07,8.992792792792794e-06
143,-0.07666015625,9.1875,2.828125,0.0001735687255859375,0.000492095947265625,0.031494140625,6.580352783203125e-05,0.03515625,0.4765625,0.6953125,64.3991,9.983603603603603e-07,8.992712712712713e-06
144,-0.0830078125,9.125,2.828125,0.00011110305786132812,0.00048065185546875,0.031982421875,4.6253204345703125e-05,0.035888671875,0.5234375,0.71484375,64.4219,9.983423423423422e-07,8.992632632632632e-06
145,-0.1494140625,8.875,2.8125,0.00010013580322265625,0.000232696533203125,0.031982421875,2.9921531677246094e-05,0.039794921875,0.5,0.734375,40.7567,9.983243243243242e-07,8.992552552552553e-06
146,-0.08056640625,9.625,2.96875,-6.437301635742188e-05,0.0003910064697265625,0.0311279296875,0.0,0.044921875,0.5,0.69140625,54.1285,9.983063063063062e-07,8.992472472472473e-06
147,0.0654296875,9.0,2.625,-1.436471939086914e-05,0.0004711151123046875,0.0308837890625,4.6253204345703125e-05,0.041748046875,0.453125,0.703125,57.5529,9.982882882882882e-07,8.992392392392394e-06
148,-0.0198974609375,9.25,2.796875,-7.963180541992188e-05,0.0003337860107421875,0.03271484375,4.0531158447265625e-05,0.033203125,0.4921875,0.72265625,59.4215,9.982702702702702e-07,8.992312312312311e-06
149,-0.06591796875,8.875,2.71875,-0.0003070831298828125,0.0004863739013671875,0.031982421875,4.00543212890625e-05,0.04345703125,0.5,0.74609375,59.757,9.982522522522522e-07,8.992232232232232e-06
150,-0.09033203125,9.5625,2.96875,-0.000324249267578125,0.0002231597900390625,0.031494140625,3.3855438232421875e-05,0.03857421875,0.46875,0.6796875,60.8407,9.982342342342342e-07,8.992152152152153e-06
151,-0.123046875,9.1875,2.875,-3.838539123535156e-05,0.00035858154296875,0.031982421875,3.6716461181640625e-05,0.037353515625,0.53125,0.73046875,61.6145,9.982162162162162e-07,8.992072072072073e-06
152,0.0556640625,9.4375,2.78125,-2.5272369384765625e-05,0.0003147125244140625,0.031494140625,3.838539123535156e-05,0.044189453125,0.4453125,0.70703125,62.3857,9.981981981981981e-07,8.991991991991992e-06
153,-0.02587890625,9.375,2.828125,-4.982948303222656e-05,0.0004024505615234375,0.031982421875,0.0,0.034423828125,0.4453125,0.71484375,62.6501,9.981801801801801e-07,8.991911911911911e-06
154,-0.1474609375,8.5,2.703125,-8.916854858398438e-05,0.0004253387451171875,0.03125,0.00011110305786132812,0.037353515625,0.5546875,0.72265625,62.2746,9.981621621621621e-07,8.991831831831832e-06
155,-0.06494140625,10.125,3.09375,-2.0384788513183594e-05,0.0002956390380859375,0.031005859375,6.818771362304688e-05,0.039794921875,0.4453125,0.68359375,63.1227,9.981441441441441e-07,8.991751751751753e-06
156,0.005615234375,9.3125,2.796875,-0.0001621246337890625,0.00030517578125,0.032470703125,7.867813110351562e-05,0.0361328125,0.46875,0.72265625,63.3209,9.98126126126126e-07,8.991671671671672e-06
157,-0.076171875,9.5,2.921875,-2.6345252990722656e-05,0.0003871917724609375,0.0308837890625,2.6226043701171875e-05,0.0322265625,0.48828125,0.671875,63.357,9.98108108108108e-07,8.99159159159159e-06
158,-0.03759765625,9.375,2.859375,6.67572021484375e-05,0.00016880035400390625,0.032470703125,1.2516975402832031e-05,0.04052734375,0.3984375,0.7109375,63.5618,9.9809009009009e-07,8.991511511511511e-06
159,0.004730224609375,8.875,2.65625,-3.4332275390625e-05,0.0002613067626953125,0.032470703125,1.9669532775878906e-05,0.03759765625,0.4921875,0.73828125,63.5086,9.98072072072072e-07,8.991431431431432e-06
160,-0.01214599609375,9.0,2.71875,-0.00017452239990234375,0.0003376007080078125,0.0308837890625,5.125999450683594e-05,0.040283203125,0.5546875,0.71875,63.6264,9.98054054054054e-07,8.991351351351353e-06
